clust,diagonal,height_left,height_right,margin_low,margin_up,length
0,171.9876223776224,103.94841158841166,103.80774225774242,4.11782570023627,3.0528371628371627,113.2027272727271
1,171.89989979959918,104.19226452905801,104.1461122244489,5.216972827742841,3.34933867735471,111.62689378757524
