Code Domaine,Domaine,Code zone (FAO),Zone,Code ?l?ment,?l?ment,Code Produit,Produit,Code ann?e,Ann?e,Unit?,Valeur,Symbole,Description du Symbole,Note
"FS","Donn?es de la s?curit? alimentaire","216","Tha?lande","6132","Valeur","210011","Nombre de personnes sous-aliment?es (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","5.6","F","Estimation FAO",""
